v_gene,d_gene,j_gene,cdr3_length,v_3p_del,d_5p_del,d_3p_del,j_5p_del,vd_insertion,dj_insertion,count
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,36,3,3,6,8,1,7,1
IGHV3-48*03,IGHD3/OR15-3b*01,IGHJ4*02_F,-1,89,19,4,6,0,3,4
IGHV3-h*02,IGHD2-2*03,IGHJ6*03_F,75,3,10,3,4,12,9,1
IGHV3-53*03,IGHD3-22*01,IGHJ4*02_F,-1,59,0,8,11,17,10,1
IGHV3-h*01,IGHD2-2*02,IGHJ6*03_F,75,0,5,2,6,8,6,2
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,57,2,6,5,0,4,5,1
IGHV3-53*04,IGHD3-3*01,IGHJ6*03_F,75,1,7,7,0,1,15,1
IGHV4-34*13,IGHD3-10*01,IGHJ4*02_F,69,0,1,6,0,3,14,1
IGHV5-78*01,IGHD3-9*01,IGHJ2P*01_P,-1,81,4,10,27,2,22,1
IGHV3-74*03,IGHD6-19*01,IGHJ5*02_F,36,0,7,7,6,4,0,1
IGHV3-71*01,IGHD3-3*01,IGHJ5*02_F,75,1,2,1,3,3,17,1
IGHV3-9*02,IGHD2-2*03,IGHJ6*03_F,75,0,4,7,4,13,1,1
IGHV3-53*04,IGHD3-10*01,IGHJ6*03_F,57,1,5,11,12,4,8,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,45,1,12,6,8,4,3,2
IGHV3-71*01,IGHD6-13*01,IGHJ1*01_F,73,0,3,2,5,13,17,2
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,44,0,10,13,0,8,0,1
IGHV1-2*03,IGHD3-16*02,IGHJ4*02_F,70,1,12,14,7,30,9,1
IGHV1-45*02,IGHD6-13*01,IGHJ4*02_F,49,0,1,3,8,2,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ1*01_F,75,0,2,0,5,11,8,1
IGHV3-49*05,IGHD3-9*01,IGHJ4*02_F,62,3,6,0,2,7,7,1
IGHV3-h*02,IGHD2-2*02,IGHJ6*02_F,75,1,5,1,5,3,10,1
IGHV1-8*91,IGHD3-22*01,IGHJ4*02_F,51,0,0,6,11,0,9,1
IGHV3-64*04,IGHD2-2*03,IGHJ6*03_F,45,0,10,10,12,3,0,1
IGHV3-53*01,IGHD5-24*01,IGHJ4*02_F,57,1,0,0,0,2,8,1
IGHV3-22*02,IGHD4-17*01,IGHJ2*01_F,-1,1,1,0,22,4,27,1
IGHV3-9*91,IGHD6-13*01,IGHJ4*02_F,72,1,3,1,4,20,10,1
IGHV3-33*05,IGHD3-16*02,IGHJ5*02_F,36,1,17,15,6,1,6,1
IGHV5-51*02,IGHD3-22*01,IGHJ6*02_F,75,1,1,6,5,8,6,4
IGHV3-73*02,IGHD2-15*01,IGHJ6*02_F,72,0,6,1,0,3,2,6
IGHV3-23*04,IGHD5-24*01,IGHJ4*03_F,-1,0,1,7,16,0,20,2
IGHV3-h*01,IGHD3-22*01,IGHJ2*01_F,49,2,7,2,14,9,1,1
IGHV3-h*02,IGHD1/OR15-1b*01,IGHJ4*02_F,75,3,3,3,7,20,26,1
IGHV3-66*04,IGHD3-10*02,IGHJ4*02_F,57,0,14,3,2,14,4,1
IGHV3-71*01,IGHD6-13*01,IGHJ6*02_F,57,1,4,0,11,9,0,1
IGHV3-66*03,IGHD3-10*01,IGHJ6*02_F,75,1,7,6,7,11,11,1
IGHV4/OR15-8*03,IGHD6-13*01,IGHJ4*02_F,46,1,6,0,5,1,8,1
IGHV3-33*06,IGHD3-16*02,IGHJ4*02_F,45,1,12,14,3,6,4,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,90,0,1,5,5,4,38,4
IGHV1-18*01,IGHD2-2*03,IGHJ6*03_F,75,0,3,2,6,11,1,1
IGHV4-61*02,IGHD3-10*02,IGHJ3*02_F,-1,137,0,15,0,0,43,1
IGHV3-15*07,IGHD3-9*01,IGHJ4*02_F,69,1,5,2,6,15,9,1
IGHV3-71*01,IGHD6-13*01,IGHJ2*01_F,-1,20,0,0,4,31,10,1
IGHV3-h*01,IGHD2-2*02,IGHJ1*01_F,73,2,5,2,0,11,8,2
IGHV3-15*07,IGHD3-3*02,IGHJ4*02_F,42,0,6,13,10,11,1,1
IGHV3-h*01,IGHD3-22*01,IGHJ3*02_F,72,1,1,8,4,5,20,1
IGHV4-30-4*06,IGHD2-15*01,IGHJ1*01_F,44,8,12,1,5,0,7,1
IGHV3-h*02,IGHD2-21*02,IGHJ3*02_F,69,0,1,6,5,4,19,1
IGHV4-30-4*06,IGHD2-15*01,IGHJ4*03_F,-1,1,14,1,16,5,12,2
IGHV3-53*01,IGHD1-26*01,IGHJ4*02_F,36,0,6,6,6,2,4,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,0,3,1,6,7,11,1
IGHV5-51*02,IGHD5/OR15-5b*01,IGHJ4*02_F,-1,0,8,3,16,0,0,5
IGHV4-30-4*06,IGHD3-16*02,IGHJ6*03_F,69,1,1,7,9,5,2,1
IGHV4/OR15-8*02,IGHD4-4*01,IGHJ4*02_F,36,1,5,5,0,3,0,1
IGHV5-51*02,IGHD6-19*01,IGHJ4*02_F,63,0,0,0,8,7,15,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,-1,20,1,16,6,2,6,1
IGHV3-71*01,IGHD5-5*01,IGHJ4*02_F,57,0,0,4,4,14,3,1
IGHV3-d*01,IGHD3-16*02,IGHJ4*02_F,64,5,1,21,1,9,20,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,75,0,0,4,0,9,11,1
IGHV3-66*03,IGHD3-10*02,IGHJ5*02_F,72,0,12,6,0,24,5,1
IGHV7-4-1*91,IGHD7-27*01,IGHJ4*02_F,-1,20,1,0,4,23,0,1
IGHV1-69*13,IGHD1/OR15-1b*01,IGHJ4*02_F,45,0,6,5,8,0,19,2
IGHV3-66*03,IGHD1-7*01,IGHJ6*03_F,72,0,0,0,2,8,6,1
IGHV1-18*01,IGHD4-23*01,IGHJ1*01_F,48,0,6,2,5,2,8,1
IGHV3-h*02,IGHD3-9*01,IGHJ6*02_F,73,1,0,8,0,8,0,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ3*01_F,75,0,15,12,1,22,14,1
IGHV3-43*91,IGHD3-22*01,IGHJ6*02_F,75,1,1,5,12,12,6,1
IGHV3-22*02,IGHD3-10*01,IGHJ4*02_F,56,0,4,3,4,6,2,1
IGHV5-51*02,IGHD3-9*01,IGHJ4*02_F,42,0,12,9,0,1,3,1
IGHV3-35*01,IGHD3-22*01,IGHJ3*01_F,97,2,2,6,4,35,15,1
IGHV3-h*02,IGHD2-2*03,IGHJ6*03_F,75,2,14,6,8,9,22,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*03_F,-1,1,14,0,16,11,17,1
IGHV3-23*04,IGHD3-3*02,IGHJ6*02_F,75,1,16,3,2,21,2,2
IGHV4-61*02,IGHD2-8*01,IGHJ6*02_F,42,0,11,7,16,1,1,1
IGHV3-71*01,IGHD2-15*01,IGHJ5*02_F,66,1,1,6,0,8,4,1
IGHV3-22*02,IGHD2-2*02,IGHJ3*02_F,73,0,2,2,1,16,1,1
IGHV1-8*91,IGHD3-10*01,IGHJ6*02_F,69,0,0,11,1,6,1,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,36,3,7,3,4,3,1,1
IGHV3-66*04,IGHD2-2*03,IGHJ6*03_F,-1,123,7,0,7,7,4,4
IGHV4-30-4*06,IGHD3-3*02,IGHJ4*03_F,-1,1,12,13,16,6,21,1
IGHV4-59*09,IGHD3-9*01,IGHJ6*03_F,69,0,1,6,7,7,2,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*03_F,-1,0,0,3,16,3,13,1
IGHV1-69*10,IGHD6-13*01,IGHJ5*02_F,-1,14,4,7,2,15,4,1
IGHV3-h*02,IGHD3-10*01,IGHJ6*02_F,73,3,10,4,0,12,4,1
IGHV3-h*02,IGHD3-10*02,IGHJ4*02_F,-1,9,0,18,17,2,5,1
IGHV1-18*01,IGHD6-19*01,IGHJ4*02_F,48,2,7,0,3,7,4,3
IGHV4-61*02,IGHD1-20*01,IGHJ4*02_F,45,0,5,0,4,2,7,1
IGHV1-69*13,IGHD3-16*01,IGHJ4*02_F,42,1,18,3,5,4,0,1
IGHV1-f*01,IGHD6-13*01,IGHJ4*02_F,42,0,7,0,2,4,0,1
IGHV1-69*13,IGHD2-2*02,IGHJ6*03_F,-1,129,5,1,14,19,2,11
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,75,0,4,0,4,10,14,1
IGHV3-23*04,IGHD3-3*01,IGHJ6*03_F,75,0,5,5,18,8,21,1
IGHV1-f*01,IGHD1-26*01,IGHJ4*02_F,-1,0,8,2,16,4,0,10
IGHV4-61*06,IGHD2-2*03,IGHJ4*02_F,-1,13,7,0,0,1,4,1
IGHV1-2*03,IGHD2-2*02,IGHJ6*03_F,75,1,7,2,4,8,7,1
IGHV1-3*01,IGHD3-9*01,IGHJ4*02_F,75,4,0,10,7,16,21,1
IGHV1-18*01,IGHD2-2*02,IGHJ6*03_F,75,1,6,2,3,10,3,1
IGHV4-61*02,IGHD5-24*01,IGHJ4*02_F,44,1,6,1,5,8,1,1
IGHV4-59*03,IGHD3/OR15-3b*01,IGHJ4*03_F,-1,0,14,1,16,10,11,1
IGHV3-h*02,IGHD3-16*02,IGHJ4*02_F,33,3,17,7,6,0,1,1
IGHV3-9*02,IGHD3-16*02,IGHJ3*01_F,-1,0,17,12,27,0,7,2
IGHV3-33*02,IGHD6-25*01,IGHJ6*02_F,45,0,7,0,28,12,7,1
IGHV3-47*02,IGHD3-10*01,IGHJ4*02_F,-1,9,0,10,2,21,16,1
IGHV3-49*05,IGHD6-19*01,IGHJ4*02_F,57,0,0,6,5,4,15,1
IGHV3-66*03,IGHD2-8*02,IGHJ4*02_F,75,0,4,9,1,22,8,2
IGHV3-d*01,IGHD6-19*01,IGHJ5*02_F,-1,9,10,1,0,0,13,2
IGHV3-9*91,IGHD3-22*01,IGHJ4*02_F,74,0,0,7,7,13,14,1
IGHV1-18*01,IGHD3-22*01,IGHJ4*02_F,44,1,6,8,6,3,3,1
IGHV4-30-4*06,IGHD2-2*03,IGHJ5*02_F,69,1,1,3,10,14,8,2
IGHV3-20*91,IGHD3-10*01,IGHJ6*03_F,75,1,0,11,3,4,12,1
IGHV4-59*10,IGHD5-12*01,IGHJ2*01_F,71,1,2,0,11,1,28,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,75,0,7,5,8,16,5,2
IGHV1-c*01,IGHD3-3*02,IGHJ6*03_F,-1,0,10,11,3,6,10,1
IGHV3-15*05,IGHD3-16*02,IGHJ6*03_F,75,0,3,9,4,3,8,1
IGHV7-4-1*92,IGHD3-3*02,IGHJ4*02_F,-1,0,15,6,16,5,10,2
IGHV4/OR15-8*03,IGHD6-6*01,IGHJ4*02_F,36,0,7,1,2,0,0,1
IGHV1-2*03,IGHD3-3*02,IGHJ4*02_F,24,0,12,14,9,0,0,1
IGHV3-h*01,IGHD3-22*01,IGHJ4*02_F,73,1,0,5,4,5,19,1
IGHV3-h*02,IGHD3/OR15-3b*01,IGHJ4*03_F,36,0,11,10,4,0,2,3
IGHV3-9*91,IGHD2-8*01,IGHJ4*02_F,-1,99,4,10,3,6,16,1
IGHV3-h*02,IGHD6-6*01,IGHJ4*02_F,45,1,4,4,0,3,5,2
IGHV4-30-4*06,IGHD2-2*02,IGHJ3*02_F,72,1,0,4,1,13,4,2
IGHV3-53*03,IGHD1-26*01,IGHJ4*02_F,36,0,9,3,4,1,3,1
IGHV1-24*01,IGHD4-17*01,IGHJ4*02_F,72,1,0,0,5,9,25,4
IGHV4-59*08,IGHD3-10*01,IGHJ4*02_F,69,0,2,6,3,14,7,1
IGHV5-51*02,IGHD5-5*01,IGHJ4*02_F,54,0,0,0,5,4,7,1
IGHV3-74*03,IGHD1-26*01,IGHJ4*02_F,36,3,6,6,8,4,7,1
IGHV3-53*02,IGHD3/OR15-3b*01,IGHJ4*02_F,36,0,13,6,2,0,0,1
IGHV1-18*01,IGHD7-27*01,IGHJ5*02_F,48,2,4,0,4,0,16,1
IGHV3-h*02,IGHD4/OR15-4b*01,IGHJ3*02_F,66,0,3,1,1,9,13,1
IGHV4-34*13,IGHD2-21*02,IGHJ6*03_F,60,0,14,0,1,4,0,1
IGHV3-33*05,IGHD2-21*02,IGHJ5*02_F,56,2,6,5,0,6,4,1
IGHV1-58*02,IGHD1-26*01,IGHJ6*02_F,54,7,6,6,4,8,6,1
IGHV3-53*01,IGHD6-19*01,IGHJ4*02_F,36,0,7,5,8,5,2,1
IGHV1-2*03,IGHD5-12*01,IGHJ6*03_F,67,0,0,4,1,6,0,3
IGHV3/OR16-10*03,IGHD3-22*01,IGHJ3*02_F,-1,16,9,10,1,43,4,1
IGHV3-33*06,IGHD3-3*01,IGHJ6*03_F,75,1,0,7,15,21,3,1
IGHV1-69*13,IGHD6-19*01,IGHJ4*02_F,48,3,7,2,6,12,5,1
IGHV4-34*13,IGHD6-13*01,IGHJ4*02_F,48,0,7,0,10,12,4,1
IGHV5-78*01,IGHD3/OR15-3b*01,IGHJ2P*01_P,-1,79,11,10,27,7,22,1
IGHV3-h*02,IGHD2-15*01,IGHJ4*02_F,45,1,7,6,7,2,5,1
IGHV3-43*91,IGHD7-27*01,IGHJ5*02_F,73,7,0,0,0,7,29,1
IGHV3-h*01,IGHD4-17*01,IGHJ6*03_F,69,0,0,1,5,11,5,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,75,1,1,0,2,30,0,1
IGHV1-8*91,IGHD5-5*01,IGHJ6*03_F,57,4,7,9,2,3,13,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,56,3,7,9,7,5,18,1
IGHV3-20*91,IGHD3-22*01,IGHJ4*02_F,75,0,0,4,2,2,20,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ6*02_F,69,0,1,2,5,9,5,1
IGHV3-7*03,IGHD2-2*03,IGHJ6*02_F,69,0,1,11,6,13,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,1,6,9,7,4,2,3
IGHV3-71*01,IGHD3/OR15-3b*01,IGHJ4*02_F,-1,18,17,10,5,4,9,1
IGHV1-f*01,IGHD6-25*01,IGHJ4*02_F,24,1,8,3,9,1,0,2
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,69,1,4,7,11,22,11,5
IGHV2-5*01,IGHD6-6*01,IGHJ4*02_F,37,0,10,1,10,1,8,10
IGHV3-15*07,IGHD2-15*01,IGHJ6*03_F,69,1,6,5,7,4,10,1
IGHV1-3*01,IGHD7-27*01,IGHJ4*02_F,-1,0,2,2,16,5,20,1
IGHV3-h*02,IGHD3-3*02,IGHJ6*03_F,75,2,6,7,3,14,5,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,44,4,0,10,13,11,12,1
IGHV1-2*03,IGHD3-3*02,IGHJ4*02_F,24,0,14,10,12,0,1,1
IGHV3-53*01,IGHD2-2*03,IGHJ6*02_F,57,1,1,3,14,0,2,1
IGHV3-23*04,IGHD2-2*02,IGHJ4*03_F,-1,0,17,2,16,0,20,1
IGHV3-h*01,IGHD1-26*01,IGHJ4*02_F,65,0,3,3,4,14,13,1
IGHV3-h*02,IGHD5/OR15-5b*01,IGHJ4*02_F,73,0,2,8,5,17,20,1
IGHV2-70*11,IGHD1-1*01,IGHJ4*02_F,45,4,2,0,4,5,3,1
IGHV1-18*01,IGHD3-16*02,IGHJ2*01_F,42,0,11,13,5,0,1,1
IGHV3-h*02,IGHD6-19*01,IGHJ6*03_F,45,2,12,6,1,2,0,1
IGHV5-51*02,IGHD5-24*01,IGHJ4*02_F,-1,0,5,9,16,0,6,1
IGHV3-20*91,IGHD3-10*01,IGHJ6*02_F,75,0,1,9,4,2,13,4
IGHV3-h*01,IGHD6-13*01,IGHJ6*02_F,75,0,3,0,10,10,14,1
IGHV4-55*09,IGHD2-15*01,IGHJ6*02_F,81,1,4,1,5,2,16,1
IGHV4-b*02,IGHD6-19*01,IGHJ4*02_F,-1,3,0,9,23,5,27,1
IGHV1-8*91,IGHD4-4*01,IGHJ4*02_F,42,0,3,0,3,0,4,1
IGHV3-h*02,IGHD3-3*01,IGHJ6*03_F,75,0,0,5,7,6,7,4
IGHV3-53*02,IGHD6-13*01,IGHJ4*02_F,44,2,7,5,9,3,17,1
IGHV4-61*02,IGHD3-9*01,IGHJ5*02_F,71,1,12,5,2,27,2,2
IGHV4-30-4*06,IGHD3-3*01,IGHJ4*02_F,-1,13,6,18,4,16,10,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,36,0,12,2,11,4,8,2
IGHV3-72*01,IGHD3-10*01,IGHJ6*02_F,56,1,0,12,17,11,1,1
IGHV3-h*02,IGHD3-16*02,IGHJ4*02_F,72,1,0,7,0,12,3,4
IGHV3-66*03,IGHD3-16*02,IGHJ4*02_F,73,2,4,0,8,10,12,1
IGHV3-h*01,IGHD3-10*02,IGHJ4*02_F,36,0,12,11,2,3,0,1
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,45,3,7,2,13,7,4,1
IGHV1/OR15-4*01,IGHD2-2*03,IGHJ6*02_F,75,0,10,3,4,20,0,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,36,3,8,7,3,9,0,3
IGHV4-61*08,IGHD2-15*01,IGHJ6*03_F,69,3,3,0,5,3,3,1
IGHV1/OR15-2*03,IGHD3-16*02,IGHJ2*01_F,45,4,17,14,0,1,9,1
IGHV3-64*91,IGHD2-15*01,IGHJ4*02_F,75,2,2,12,8,33,7,1
IGHV3-h*02,IGHD4-17*01,IGHJ6*02_F,69,0,3,3,1,12,5,1
IGHV4/OR15-8*03,IGHD3-3*01,IGHJ5*02_F,72,3,2,6,4,11,14,1
IGHV3-43*91,IGHD3-10*01,IGHJ6*02_F,72,1,7,10,3,2,15,1
IGHV4/OR15-8*03,IGHD5-12*01,IGHJ4*02_F,69,0,0,0,1,14,5,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,-1,1,12,6,16,1,8,1
IGHV4-30-4*06,IGHD5-5*01,IGHJ4*02_F,45,1,0,1,6,2,3,1
IGHV3-h*02,IGHD6-13*01,IGHJ4*02_F,36,3,4,3,7,4,0,1
IGHV3-h*01,IGHD2-21*01,IGHJ6*04_F,66,0,3,3,11,11,1,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,45,5,11,3,1,6,0,1
IGHV5-51*02,IGHD1/OR15-1b*01,IGHJ6*02_F,42,1,1,7,12,3,0,2
IGHV3-h*01,IGHD2-2*02,IGHJ4*02_F,74,2,6,1,1,6,19,1
IGHV1-3*01,IGHD3-22*01,IGHJ4*02_F,81,1,0,0,3,13,13,2
IGHV1-18*01,IGHD6-19*01,IGHJ6*03_F,75,0,5,0,0,0,16,1
IGHV1-3*01,IGHD2-2*02,IGHJ6*03_F,75,1,6,2,7,1,16,1
IGHV3-43*02,IGHD3-3*01,IGHJ6*03_F,75,1,3,5,3,5,6,1
IGHV4/OR15-8*02,IGHD1-26*01,IGHJ4*02_F,-1,1,6,4,23,13,17,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,36,1,20,0,4,0,2,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,1,3,1,0,11,2,1
IGHV1-2*03,IGHD3-16*01,IGHJ5*02_F,42,0,17,8,5,4,0,1
IGHV3-33*02,IGHD3-10*01,IGHJ6*02_F,57,1,5,9,8,3,3,1
IGHV3-74*03,IGHD2-2*03,IGHJ2*01_F,45,2,14,7,2,3,3,2
IGHV3-h*01,IGHD2-2*03,IGHJ5*02_F,65,0,14,3,0,12,8,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ6*02_F,75,0,3,0,8,6,6,1
IGHV3-64*04,IGHD2-15*01,IGHJ2*01_F,57,0,13,2,6,10,4,3
IGHV2-70*12,IGHD6-19*01,IGHJ4*02_F,48,0,7,0,7,3,8,1
IGHV4-30-4*06,IGHD3-22*01,IGHJ4*02_F,48,1,2,6,6,3,1,1
IGHV3-h*02,IGHD2-15*01,IGHJ4*02_F,-1,40,3,0,0,1,5,1
IGHV1-18*01,IGHD5/OR15-5b*01,IGHJ5*02_F,51,1,9,0,0,3,4,1
IGHV3-11*01,IGHD2-21*02,IGHJ4*02_F,36,0,14,0,11,1,4,1
IGHV4-61*02,IGHD1-26*01,IGHJ5*02_F,48,0,6,2,0,3,2,4
IGHV1-NL1*91,IGHD6-19*01,IGHJ4*02_F,46,0,3,3,0,0,3,1
IGHV1-69*13,IGHD5-5*01,IGHJ6*03_F,75,0,2,0,6,20,0,1
IGHV3-73*02,IGHD3-10*01,IGHJ4*02_F,48,0,10,8,2,8,1,1
IGHV3-9*02,IGHD3-10*02,IGHJ3*02_F,36,6,12,11,2,0,5,1
IGHV4-59*08,IGHD6-6*01,IGHJ6*01_F,44,1,10,2,7,3,0,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,69,2,3,0,2,14,13,1
IGHV3-66*03,IGHD2-2*02,IGHJ6*03_F,75,1,10,1,3,9,7,1
IGHV3-33*02,IGHD3/OR15-3b*01,IGHJ4*02_F,45,0,7,10,5,7,1,1
IGHV3-33*06,IGHD3-10*01,IGHJ6*03_F,75,1,6,6,0,13,1,1
IGHV4-4*07,IGHD4-17*01,IGHJ4*02_F,45,1,1,2,4,7,2,1
IGHV3-h*02,IGHD2/OR15-2b*01,IGHJ4*02_F,36,0,28,0,3,7,1,1
IGHV4-34*13,IGHD6-19*01,IGHJ6*02_F,81,0,3,1,0,10,11,1
IGHV3-66*04,IGHD2-2*03,IGHJ6*03_F,75,0,7,6,6,9,11,1
IGHV7-4-1*92,IGHD3-22*01,IGHJ6*02_F,-1,0,7,15,31,0,16,1
IGHV1-69*13,IGHD4-23*01,IGHJ3*02_F,51,0,3,0,1,3,3,6
IGHV3-23*04,IGHD2-21*02,IGHJ4*02_F,56,3,6,3,6,14,4,1
IGHV5-51*03,IGHD6-6*01,IGHJ4*02_F,44,5,0,1,6,9,3,2
IGHV3-9*02,IGHD3-16*02,IGHJ6*03_F,73,1,12,15,1,15,5,1
IGHV3-53*04,IGHD3-10*01,IGHJ6*02_F,75,0,8,5,5,9,10,1
IGHV3-66*03,IGHD3-22*01,IGHJ4*02_F,75,0,2,0,0,5,13,1
IGHV3-49*05,IGHD3-10*01,IGHJ3*01_F,66,0,3,7,1,14,2,1
IGHV3-h*02,IGHD2-15*01,IGHJ4*02_F,-1,35,7,0,0,0,5,2
IGHV3-h*01,IGHD3-3*01,IGHJ6*03_F,75,0,4,4,6,8,7,1
IGHV3-30*15,IGHD2-2*03,IGHJ6*02_F,69,0,4,7,1,7,0,1
IGHV1-8*91,IGHD2-2*02,IGHJ3*02_F,75,0,6,2,1,8,15,1
IGHV3-43*02,IGHD2-2*03,IGHJ4*02_F,75,1,1,7,3,12,14,1
IGHV4-30-4*06,IGHD1/OR15-1b*01,IGHJ4*02_F,48,0,0,3,3,5,4,1
IGHV3-h*02,IGHD3-9*01,IGHJ6*02_F,-1,4,6,9,31,13,7,1
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ5*02_F,-1,0,16,2,23,4,19,1
IGHV3-h*01,IGHD2-21*02,IGHJ6*02_F,69,1,7,4,4,11,3,1
IGHV1-18*01,IGHD3-10*01,IGHJ4*02_F,42,0,6,5,11,0,5,1
IGHV7-4-1*05,IGHD2-21*01,IGHJ4*02_F,-1,24,1,0,4,10,0,1
IGHV3-h*02,IGHD4/OR15-4b*01,IGHJ4*02_F,36,0,11,1,11,1,11,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,45,0,11,10,7,9,5,1
IGHV3-7*03,IGHD3-16*02,IGHJ3*02_F,57,1,17,4,0,1,11,1
IGHV3-74*03,IGHD5-24*01,IGHJ6*02_F,39,2,10,4,8,0,0,1
IGHV7-4-1*91,IGHD3-16*02,IGHJ5*02_F,37,7,14,14,3,1,6,1
IGHV1/OR15-3*02,IGHD2-2*02,IGHJ6*03_F,75,1,0,4,6,9,3,1
IGHV3-71*01,IGHD3-16*02,IGHJ5*02_F,75,2,13,11,8,17,24,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,3,3,10,17,15,1,1
IGHV2-70*11,IGHD2-2*03,IGHJ6*03_F,77,1,2,6,5,10,5,1
IGHV3-9*02,IGHD3-10*01,IGHJ6*02_F,72,0,5,10,1,12,0,1
IGHV3-53*91,IGHD2-2*03,IGHJ4*02_F,59,0,5,2,0,8,1,1
IGHV3-h*02,IGHD2-2*03,IGHJ2*01_F,73,0,1,7,2,7,12,1
IGHV3-23*04,IGHD5-24*01,IGHJ4*02_F,36,0,8,5,8,1,8,1
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,2,13,0,0,5,8,1
IGHV3-71*01,IGHD3-3*01,IGHJ4*02_F,75,0,1,6,5,10,18,1
IGHV4-30-4*06,IGHD3-22*01,IGHJ4*02_F,72,1,0,10,3,12,15,1
IGHV3-66*03,IGHD3-9*01,IGHJ4*02_F,36,0,11,9,5,0,2,9
IGHV3-h*02,IGHD3-3*01,IGHJ6*02_F,72,0,3,5,0,6,0,1
IGHV5-78*01,IGHD2-15*01,IGHJ6*03_F,-1,77,6,9,37,0,21,1
IGHV3-h*02,IGHD3-16*02,IGHJ4*02_F,36,0,9,17,4,0,1,1
IGHV3-49*05,IGHD2/OR15-2b*01,IGHJ6*03_F,36,2,0,27,10,1,0,1
IGHV3-h*01,IGHD6-25*01,IGHJ4*02_F,44,3,3,3,3,9,1,1
IGHV1-3*01,IGHD2-2*03,IGHJ4*02_F,-1,2,13,4,23,5,22,1
IGHV4-61*08,IGHD6-19*01,IGHJ6*03_F,69,0,1,1,3,9,1,1
IGHV3-h*01,IGHD6-19*01,IGHJ6*03_F,75,0,4,0,0,8,7,1
IGHV3-9*02,IGHD3/OR15-3b*01,IGHJ3*01_F,75,2,1,10,1,12,14,1
IGHV3-66*04,IGHD6-19*01,IGHJ4*02_F,-1,119,4,5,13,33,9,3
IGHV3-h*02,IGHD3-10*01,IGHJ6*02_F,75,2,9,5,3,11,9,1
IGHV3-53*04,IGHD2-8*01,IGHJ6*02_F,72,0,0,0,17,12,3,1
IGHV3-33*05,IGHD2-15*01,IGHJ4*02_F,57,1,7,3,4,8,5,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ5*02_F,76,0,5,12,1,11,21,1
IGHV3-49*05,IGHD3-10*01,IGHJ5*02_F,-1,18,4,16,2,0,27,2
IGHV1-18*01,IGHD3-10*01,IGHJ1*01_F,-1,1,10,15,23,22,9,1
IGHV1-18*01,IGHD3-10*01,IGHJ4*02_F,51,3,10,5,1,11,0,1
IGHV4-61*02,IGHD3/OR15-3b*01,IGHJ4*02_F,69,1,1,6,0,8,10,1
IGHV3-13*04,IGHD6-19*01,IGHJ6*03_F,74,0,1,9,0,17,3,1
IGHV5-a*04,IGHD1-26*01,IGHJ6*02_F,69,0,9,0,6,16,7,1
IGHV1-8*91,IGHD6-19*01,IGHJ6*03_F,69,0,2,9,4,12,8,1
IGHV4/OR15-8*02,IGHD6-6*01,IGHJ1*01_F,42,3,5,0,10,0,10,1
IGHV3-h*01,IGHD6-13*01,IGHJ4*02_F,42,1,3,3,11,11,0,7
IGHV3-53*01,IGHD6-19*01,IGHJ4*02_F,45,1,1,0,7,0,5,1
IGHV3-9*91,IGHD3-10*01,IGHJ4*02_F,-1,5,9,9,15,25,25,1
